epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,11.493842291831971,2.908927655220032,13.257536783619713,15.134135982248111,17.316015055940028,17.316015055940028,13.85281159273664
1.0,0.0005,9.94347791671753,2.7412561893463137,12.715642898789312,18.01743117675612,19.123502785670603,16.733064538658724,7.96812429961557
2.0,0.0005,8.204452085494996,2.4397353887557984,16.45402476249271,32.33337624147289,21.265817786381565,15.69619753321742,7.59493171043431
3.0,0.0005,6.810552561283112,1.8206467151641845,31.001131803683506,39.44222951465712,36.321834109235716,31.724132959810536,22.52873066096027
4.0,0.0005,6.483739650249481,1.7254222869873046,37.17460644099187,28.642962439986928,29.662257219559795,23.20117058226187,16.44639818872326
5.0,0.0005,5.366866147518158,1.519236958026886,42.30030524402373,29.42658350090512,33.333329053927166,27.16048954775445,22.530859918124957
6.0,0.0005,4.660884094238281,1.4407813549041748,51.21411667867064,37.416703425385,39.72834864490814,35.31408718480634,27.504239986164734
7.0,0.0005,4.594709026813507,1.5208243131637573,53.028432280412936,39.86121454540203,41.18673191999539,36.30016996537067,29.319367173049688
8.0,0.0005,4.111000329256058,1.3558254778385161,58.551977226738,39.64639147572348,43.44941512437857,41.4593653731348,32.504141492537926
9.0,0.0005,3.6906479954719544,1.4108112096786498,62.13430737044278,41.85288350893973,46.90116806275979,42.211050809828514,33.83584142959412
10.0,0.0005,3.71478391289711,2.0524094104766846,40.11729601810886,29.359321262273586,33.3804768357649,28.57142450196018,19.519090697151388
11.0,0.0005,3.881124937534332,1.120609748363495,65.61889083239016,44.41909775779542,48.97958733704747,47.27890706493865,36.394553323442175
12.0,0.0005,3.0620823979377745,0.9914059698581695,69.27838940906129,53.47400889402324,56.78118886285268,53.88787964042956,44.84628832035731
13.0,0.0005,2.9583130836486817,1.1424421608448028,72.99447816990774,56.72440029523813,62.845845013592196,61.66007426260407,51.778651337702954
14.0,0.0005,2.6484981775283813,1.0205201119184495,70.45134959014987,51.02693316974448,57.65765303764342,54.05404943403983,44.68468006467056
15.0,0.0005,2.4761078685522078,1.0826503157615661,73.58438796858387,57.14915722895254,63.07691833439385,58.07691833439389,49.230764488240084
16.0,0.0005,2.197067430615425,1.2384321719408036,73.94279246836095,67.11317418136272,70.6935073549243,67.1140890104053,59.06039773523757
17.0,0.0005,2.0767288506031036,1.1354368835687638,71.64660287409542,56.93066394153351,65.06023614965922,63.05220402114519,51.405617675763736
18.0,0.0005,1.885318386554718,1.0811143428087235,74.65102719758549,61.905822365780296,67.9088978321313,65.83850445739012,54.65838023378771
19.0,0.0005,2.1309609562158585,1.1928733050823213,72.14562540727783,53.50560291932156,57.93357466939486,56.45755990924726,47.970475038398625
20.0,0.0005,1.819428676366806,1.0610708922147751,74.59786672154199,62.842761037295155,69.43866457354557,66.9438620787431,55.30145043633152
21.0,0.0005,1.6339428782463075,1.1181320428848267,74.3457831738519,60.524910016881606,62.56982771823636,57.728114496634895,49.16200648918617
22.0,0.0005,1.6066599488258362,1.2145867556333543,71.9432726274994,65.13194473549164,72.0720671168131,69.81981486456085,56.75675180149787
23.0,0.0005,1.9837614268064498,1.4582574605941772,68.2237541585211,59.21241790507641,63.67346454902161,60.40815842657265,48.57142373269519
24.0,0.0005,1.8955242156982421,1.205948382616043,73.10422883012656,64.89162648708421,70.94016603961244,68.80341390286031,55.555550654997155
25.0,0.0005,1.554526937007904,1.103525847196579,74.71104708989265,64.55379463057542,72.45118814046646,71.58350918168121,61.17136167625827
26.0,0.0005,1.3835145324468612,1.0645047277212143,76.85289981822547,66.83614517527562,70.29288215568738,66.94560182095937,58.99581102598034
27.0,0.0005,1.2695065811276436,1.0207454144954682,76.88548204547793,63.03493196625866,67.33067248924654,66.13545336574057,57.76891950119878
28.0,0.0005,1.1863824799656868,1.033622920513153,78.28480296326782,59.69584098995864,68.83909903393499,65.58044322945436,58.24846766937293
29.0,0.0005,1.1923427492380143,1.0005548268556594,79.86075384984738,67.19248236844145,73.83965756262384,71.72995292127365,60.75948878625259
30.0,0.0005,1.4216736406087875,1.017660391330719,74.5429913914326,65.08896196396196,73.61701638125881,71.91488872168435,62.97871850891844
31.0,0.0005,1.8709080025553704,1.509145325422287,65.67205130843365,44.06756954432307,46.821701136037895,44.341080980999145,36.58914299650312
32.0,0.0005,1.699053129553795,1.3464663088321687,71.54714133827211,61.941238876106716,68.23027228754223,65.24519766067657,55.43709531526086
33.0,0.0005,1.3092569142580033,1.2822312384843826,74.87224337208903,57.48543063617815,63.78986396995342,62.664160405225466,52.53282832267395
34.0,0.0005,1.1086973056197167,1.224295435845852,75.82741708680591,62.25523849900226,68.81287244626748,66.80080001165983,57.14285232554319
35.0,0.0005,1.00593820810318,1.1095902234315873,79.27427375930309,63.66268670477594,67.72907886374854,66.53385974024256,58.964138624704766
36.0,0.0005,0.9621785297989845,1.0257628485560417,81.41955619576774,72.53014578014579,78.9954288237321,78.53880781916588,69.86300873240793
37.0,0.0005,0.9021540731191635,1.021605122089386,82.95606543883116,72.16544771018457,78.82882387356983,77.47747252221848,70.2702653150113
38.0,0.0005,0.9318273186683654,0.979278776049614,82.80172857289844,68.25261754092823,78.33697537876678,76.58642833281495,67.83369310305568
39.0,0.0005,0.8617760121822358,1.1120365604758262,81.04743286346331,70.83960405418206,78.02690087826048,75.33631791861924,69.95515199933675
40.0,0.0005,0.8124921798706055,1.18694506585598,78.31910004458621,67.09404439936894,73.81973758358079,71.67381483679968,65.6652311458126
41.0,0.0005,0.801654277741909,0.9627067148685455,84.377679459478,74.04553038606748,79.28730017728118,77.95099728195824,73.05121999910746
42.0,0.0005,0.8255062714219094,1.369141900539398,74.6801797167061,63.74858554724949,66.26983647463186,63.09523330002872,55.15872536352082
43.0,0.0005,0.7984561160206795,1.2070179030299186,80.40607744280962,63.79049468260564,71.22152723171722,69.15113385697602,60.04140300811478
44.0,0.0005,0.7178079843521118,1.0328268617391587,82.32499914257296,70.74904714850366,77.50556298351728,76.16926008819433,69.93317991002064
45.0,0.0005,0.725673285126686,1.1432790160179138,78.68779366875879,65.2855618516449,70.09900510898963,68.51484669314806,60.594054613940195
46.0,0.0005,0.9567130595445633,1.4216131880879401,74.55842507802586,69.77994745016964,75.38802166656048,73.61418574638309,64.30154716545186
47.0,0.0005,1.0392053484916688,1.0642457365989686,79.00847137908563,63.74183102377164,71.19999519208034,69.99999519208033,65.19999519208034
48.0,0.0005,0.9922644317150116,1.107113328576088,79.74757348149673,65.54095958686125,70.54107735326397,70.14027575005755,63.72745009875498
49.0,0.0005,0.820182916522026,1.2653810322284698,78.87642761600988,60.481915706579116,65.51723664354638,63.98466959373796,57.088117869600076
